run,fold,RF
baseline,0.0,0.425810945723669
baseline,1.0,0.6836299359819079
baseline,2.0,0.4861340046070873
baseline,3.0,0.666477004380241
baseline,4.0,0.51425660453298
baseline,5.0,0.4283767069484029
baseline,6.0,0.4702014224966442
baseline,7.0,0.5275245610758403
baseline,8.0,0.2533220885634831
baseline,9.0,0.6716760756570419
