run,fold,test_bases,n_train_samples,n_test_samples,n_features_common_train,n_features_after_nan_train
D_gradual_D_,0,[0],44202,3744,8,8
D_gradual_D_,1,[1],43670,4276,8,8
D_gradual_D_,2,[2],43782,4164,8,8
D_gradual_D_,3,[3],43647,4299,8,8
D_gradual_D_,4,[4],43761,4185,8,8
D_gradual_D_,5,[5],43708,4238,8,8
D_gradual_D_,6,[6],44266,3680,8,8
D_gradual_D_,7,[7],44358,3588,8,8
D_gradual_D_,8,[8],43961,3985,8,8
D_gradual_D_,9,[9],44165,3781,8,8
D_gradual_D_,10,[10],43728,4218,8,8
D_gradual_D_,11,[11],44158,3788,8,8
